business_id,date,description
93072,20180109,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/16/2018 ]
93240,20180119,Inadequate warewashing facilities or equipment
93240,20180119,Inadequate and inaccessible handwashing facilities
93422,20180122,Improper reheating of food  [ date violation corrected: 1/22/2018 ]
93431,20171211,Food safety certificate or food handler card not available
93431,20171211,Improper or defective plumbing
93431,20171211,High risk food holding temperature   [ date violation corrected: 12/13/2017 ]
93489,20180131,Inadequate and inaccessible handwashing facilities
93489,20180131,Moderate risk food holding temperature 
93489,20180131,Food safety certificate or food handler card not available
93489,20180131,Inadequately cleaned or sanitized food contact surfaces
94334,20180319,Improper storage of equipment utensils or linens  [ date violation corrected: 3/19/2018 ]
94334,20180319,Unclean nonfood contact surfaces
94334,20180319,Improper or defective plumbing
94334,20180319,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/19/2018 ]
94334,20180319,Unclean or degraded floors walls or ceilings
95496,20180510,Unclean or degraded floors walls or ceilings
95496,20180510,Inadequate warewashing facilities or equipment
95496,20180510,Improper storage of equipment utensils or linens
95496,20180510,Wiping cloths not clean or properly stored or inadequate sanitizer
95853,20180615,Moderate risk food holding temperature 
95853,20180615,Inadequate warewashing facilities or equipment
